번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
3853,인천광역시 중구청,인천광역시 중구 을왕동 773-24번지,인천광역시 중구 을왕동 773-24번지,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.44913427,126.3695384,2023-04-27
3854,인천광역시 중구청,인천광역시 중구 인중로 146번길 21,인천광역시 중구 인중로 146번길 21,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.46774318,126.6266086,2023-04-27
3855,인천광역시 중구청,인천광역시 중구 인현동 52-2,인천광역시 중구 인현동 52-2,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.47390282,126.629424,2023-04-27
3963,인천광역시 중구청,인천광역시 중구 도원로8번길 28,인천광역시 중구 신흥동3가 11-1,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.46445502,126.6375656,2023-04-27
3964,인천광역시 중구청,인천광역시 중구 서해대로449번길 62,인천광역시 중구 신흥동1가 49-6,생활방범,1,200,360도전방면,30,2019-02,032-760-7805,37.46722794,126.6311284,2023-04-27
3965,인천광역시 중구청,인천광역시 중구 제물량로92번길 19,인천광역시 중구 신흥동2가 22-77,생활방범,1,130,360도전방면,30,2015-12,032-760-7805,37.46839213,126.6336281,2023-04-27
3966,인천광역시 중구청,인천광역시 중구 서해대로484번길 8,인천광역시 중구 유동 21,생활방범,2,130,360도전방면,30,2015-12,032-760-7805,37.468428,126.6367361,2023-04-27
3967,인천광역시 중구청,인천광역시 중구 인중로 60,인천광역시 중구 신흥동3가 12-8,생활방범,4,200,360도전방면,30,2016-12,032-760-7805,37.46456707,126.6363427,2023-04-27
3968,인천광역시 중구청,인천광역시 중구 인중로 63,인천광역시 중구 신흥동3가 7-8,생활방범,3,200,360도전방면,30,2022-05,032-760-7805,37.46433862,126.6345043,2023-04-27
3969,인천광역시 중구청,인천광역시 중구 제물량로 33-2,인천광역시 중구 신흥동3가 37-9,생활방범,3,200,360도전방면,30,2022-05,032-760-7805,37.46336374,126.6359124,2023-04-27
3970,인천광역시 중구청,인천광역시 중구 축항대로291번길 33,인천광역시 중구 신흥동3가 31-8,생활방범,3,130,360도전방면,30,2015-12,032-760-7805,37.45159057,126.627627,2023-04-27
3971,인천광역시 중구청,인천광역시 중구 인항로,인천광역시 중구 신흥동3가 7-326,생활방범,1,200,360도전방면,30,2020-06,032-760-7805,37.45716181,126.6341035,2023-04-27
3972,인천광역시 중구청,인천광역시 중구 인항로,인천광역시 중구 신흥동3가 7-326,생활방범,1,200,360도전방면,30,2020-06,032-760-7805,37.45716181,126.6341035,2023-04-27
3973,인천광역시 중구청,인천광역시 중구 인항로 30,인천광역시 중구 중구 신흥동3가 7-235,생활방범,1,200,360도전방면,30,2019-12,032-760-7805,37.47051582,126.6002632,2023-04-27
3974,인천광역시 중구청,인천광역시 중구 인항로24번길 38,인천광역시 중구 신흥동3가 7-338,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.45416732,126.6299422,2023-04-27
3975,인천광역시 중구청,인천광역시 중구 답동로12번길 26-7,인천광역시 중구 신흥동1가 13,생활방범,1,200,360도전방면,30,2019-02,032-760-7805,37.46895023,126.631244,2023-04-27
3976,인천광역시 중구청,인천광역시 중구 도원서길 41,인천광역시 중구 신흥동2가 1-91,생활방범,1,200,360도전방면,30,2015-12,032-760-7805,37.4675948,126.6363669,2023-04-27
3977,인천광역시 중구청,인천광역시 중구 서해대로464번길 6,인천광역시 중구 신흥동 2가 1-66,생활방범,1,200,360도전방면,30,2019-02,032-760-7805,37.46722834,126.6358422,2023-04-27
3978,인천광역시 중구청,인천광역시 중구 답동로12번길 15,인천광역시 중구 신흥동 1가 18-13,생활방범,1,200,360도전방면,30,2019-02,032-760-7805,37.46967378,126.6314795,2023-04-27
3979,인천광역시 중구청,인천광역시 중구 인중로42번길 14,인천광역시 중구 선화동 14-15,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.46474348,126.6391429,2023-04-27
3980,인천광역시 중구청,인천광역시 중구 도원로 32-11,인천광역시 중구 도원동 28-60,생활방범,1,130,360도전방면,30,2015-12,032-760-7805,37.46758288,126.6376784,2023-04-27
3981,인천광역시 중구청,인천광역시 중구 도원로10번길 43,인천광역시 중구 도원동 33-9,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.46661752,126.6383516,2023-04-27
3982,인천광역시 중구청,인천광역시 중구 참외전로244번길 42-1,인천광역시 중구 도원동 12-73,생활방범,1,200,360도전방면,30,2019-12,032-760-7805,37.46746714,126.6393648,2023-04-27
3983,인천광역시 중구청,인천광역시 중구 참외전로244번길 8-1,인천광역시 중구 도원동 12-111,생활방범,1,200,360도전방면,30,2022-05,032-760-7805,37.46876245,126.6407431,2023-04-27
3984,인천광역시 중구청,인천광역시 중구 도원로56번길 13-3,인천광역시 중구 도원동 19-7,생활방범,1,200,360도전방면,30,2019-02,032-760-7805,37.46921191,126.6390845,2023-04-27
3985,인천광역시 중구청,인천광역시 중구 인중로26번길 41,인천광역시 중구 도원동 51,생활방범,1,130,360도전방면,30,2015-12,032-760-7805,37.46494431,126.6409365,2023-04-27
3986,인천광역시 중구청,인천광역시 중구 도원로50번길 2,인천광역시 중구 도원동 69-4,생활방범,1,130,360도전방면,30,2015-12,032-760-7805,37.46871505,126.6381892,2023-04-27
3987,인천광역시 중구청,인천광역시 중구 도원로45번길 14,인천광역시 중구 도원동 25-30,생활방범,3,200,360도전방면,30,2019-02,032-760-7805,37.46892893,126.6372018,2023-04-27
3988,인천광역시 중구청,인천광역시 중구 샛골로43번길 34-2,인천광역시 중구 도원동 12-80,생활방범,1,200,360도전방면,30,2019-02,032-760-7805,37.46760478,126.6411484,2023-04-27
3989,인천광역시 중구청,인천광역시 중구 운서2로 57,인천광역시 중구 운서동 2895-13,교통단속,1,200,360도전방면,30,2021-07,032-760-7684,37.48356634,126.5120208,2023-04-27
3990,인천광역시 중구청,인천광역시 중구 두미포로 100,인천광역시 중구 중산동1887-3,교통단속,1,200,360도전방면,30,2021-07,032-760-7684,37.49486087,126.5656356,2023-04-27
3991,인천광역시 중구청,인천광역시 중구 은하수로294,인천광역시 중구 중산동 1880-3,교통단속,1,200,360도전방면,30,2021-07,032-760-7684,37.49792987,126.5579435,2023-04-27
3992,인천광역시 중구청,인천광역시 중구 영종대로196번길 25,인천광역시 중구 운서동3098-5,교통단속,1,200,360도전방면,30,2021-07,032-760-7684,37.48998776,126.4989691,2023-04-27
3993,인천광역시 중구청,,인천광역시 중구 운서동3087-7,교통단속,1,200,360도전방면,30,2021-07,032-760-7684,37.49267761,126.4979315,2023-04-27
3994,인천광역시 중구청,인천광역시 중구 흰바위로 113,인천광역시 중구 운서동3094-2,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48975473,126.4969384,2023-04-27
3995,인천광역시 중구청,인천광역시 중구 흰바위로 236,인천광역시 중구 운남동1600-1,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.47981644,126.5018972,2023-04-27
3996,인천광역시 중구청,,인천광역시 중구 운남동1242-2,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.47458854,126.5246683,2023-04-27
3997,인천광역시 중구청,인천광역시 중구 운서동 2891-2,인천광역시 중구 운서동 2891-2,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.48580645,126.5088897,2023-04-27
3998,인천광역시 중구청,인천광역시 중구 월미문화로 61,인천광역시 중구 월미문화로 61,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.47302483,126.5968136,2023-04-27
3999,인천광역시 중구청,인천광역시 중구 전동 25-138,인천광역시 중구 전동 25-138,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.47860191,126.6267266,2023-04-27
4000,인천광역시 중구청,인천광역시 중구 서해대로449번길 12,인천광역시 중구 신흥동2가 43-11,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.46660103,126.6337963,2023-04-27
4001,인천광역시 중구청,인천광역시 중구 운서동 2690-1번지 부근,인천광역시 중구 운서동 2690-1번지 부근,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.49876164,126.4917369,2023-04-27
4002,인천광역시 중구청,인천광역시 중구 용유로 541번길,인천광역시 중구 을왕동 608-20,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.45422497,126.3859627,2023-04-27
4003,인천광역시 중구청,인천광역시 중구 동화마을길 8,인천광역시 중구 송월동 2가 6-1,생활방범,1,200,360도전방면,30,2017-06,032-760-7805,37.47843093,126.6190078,2023-04-27
4004,인천광역시 중구청,인천광역시 중구 운중로65번길 40-1,인천광역시 중구 운남동 534-22,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.49559575,126.5424733,2023-04-27
4005,인천광역시 중구청,인천광역시 중구 운북동 458-15,인천광역시 중구 운북동 458-15,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.51261569,126.5235814,2023-04-27
4006,인천광역시 중구청,인천광역시 중구 도원로 52-30,인천광역시 중구 도원동 21-50,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.4687436,126.6391043,2023-04-27
4007,인천광역시 중구청,인천광역시 중구 도산로 21번길 8-50,인천광역시 중구 도원동 70-25,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.46819959,126.638809,2023-04-27
4008,인천광역시 중구청,인천광역시 중구 개항로96번길 11,인천광역시 중구 경동 127번지,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.47166139,126.6335008,2023-04-27
4009,인천광역시 중구청,인천광역시 중구 용동 87-1,인천광역시 중구 용동 87-1,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.47328536,126.6321259,2023-04-27
4010,인천광역시 중구청,인천광역시 중구 연안부두로 55번길,인천광역시 중구 항동7가 58-60,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.45282902,126.6018132,2023-04-27
4011,인천광역시 중구청,인천광역시 중구 연안부두로 33번길,인천광역시 중구 항동7가 58-6,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.45459211,126.6030915,2023-04-27
4012,인천광역시 중구청,인천광역시 중구 참외전로 155,인천광역시 중구 인현동 1-411,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.47356176,126.6342124,2023-04-27
4013,인천광역시 중구청,인천광역시 중구  참외전로 151,인천광역시 중구 인현동 1-391,생활방범,1,200,360도전방면,30,2017-09,032-760-7805,37.47380055,126.6338236,2023-04-27
4014,인천광역시 중구청,인천광역시 중구 선녀바위로 2,인천광역시 중구 을왕동 711-3,생활방범,2,200,고정형,30,2017-12,032-760-7805,37.44475492,126.3760521,2023-04-27
4015,인천광역시 중구청,인천광역시 중구 참외전로 24번길,인천광역시 중구 송월동1가 11-117,생활방범,2,200,360도전방면,30,2017-12,032-760-7805,37.4795814,126.6226272,2023-04-27
4016,인천광역시 중구청,인천광역시 중구 참외전로 149-28,인천광역시 중구 인현동 1-360,생활방범,2,200,360도전방면,30,2017-08,032-760-7805,37.47425201,126.6331258,2023-04-27
4017,인천광역시 중구청,인천광역시 중구 신도시 북로 43번길,인천광역시 중구 운서동 2743-1,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.50110864,126.4871435,2023-04-27
4018,인천광역시 중구청,인천광역시 중구 월미로 246,인천광역시 중구 북성동1가 98-327,생활방범,2,200,360도전방면,30,2017-12,032-760-7805,37.47424759,126.598871,2023-04-27
4019,인천광역시 중구청,인천광역시 중구 운중로177번길 27-1,인천광역시 중구 중산동 879-1,생활방범,2,200,360도전방면,30,2017-12,032-760-7805,37.49722995,126.5493398,2023-04-27
4020,인천광역시 중구청,인천광역시 중구 용유서로 519,인천광역시 중구 을왕동 914-1,생활방범,2,200,360도전방면,30,2017-12,032-760-7805,37.46445905,126.3720657,2023-04-27
4021,인천광역시 중구청,인천광역시 중구 신도시 북로 140번길,인천광역시 중구 운서동 2737-6,생활방범,2,200,360도전방면,30,2017-12,032-760-7805,37.49653993,126.4899157,2023-04-27
4022,인천광역시 중구청,인천광역시 중구  우현로20번길 43,인천광역시 중구 답동 63,생활방범,2,200,360도전방면,30,2017-12,032-760-7805,37.46822661,126.6286685,2023-04-27
4023,인천광역시 중구청,인천광역시 중구 영종순환로169번길 139,인천광역시 중구 중산동 1129-28,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.50837263,126.5557296,2023-04-27
4024,인천광역시 중구청,인천광역시 중구 하나개로4-9부근,인천광역시 중구 무의동 237-1,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.38863488,126.4249829,2023-04-27
4025,인천광역시 중구청,인천광역시 중구 유동 35-12,인천광역시 중구 서해대로 495-32,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.47004627,126.6356441,2023-04-27
4026,인천광역시 중구청,인천광역시 중구 참외전로 43번길 2,인천광역시 중구 송월동1가 4-12,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.4797529,126.6249758,2023-04-27
4027,인천광역시 중구청,인천광역시 중구 운서동 2926-1 부근,인천광역시 중구 영종대로327번길 12-2,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.48261513,126.5080372,2023-04-27
4028,인천광역시 중구청,인천광역시 중구 59번길,인천광역시 중구 송월동1가 4-77,생활방범,3,200,360도전방면,30,2017-12,032-760-7805,37.48038881,126.6246475,2023-04-27
4029,인천광역시 중구청,인천광역시 중구 백운로228번길 44,인천광역시 중구 운북동 68-8,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.50798391,126.5293163,2023-04-27
4030,인천광역시 중구청,인천광역시 중구 운남동 16-60,인천광역시 중구 운남동 16-60,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.4955567,126.5429603,2023-04-27
4137,인천광역시 중구청,,인천광역시 중구 운남동1710-1,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.47806197,126.5293711,2023-04-27
4138,인천광역시 중구청,인천광역시 중구 하늘달빛로2번길 6,인천광역시 중구 중산동1967-1,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48845528,126.5768731,2023-04-27
4139,인천광역시 중구청,인천광역시 중구 자연대로 38,인천광역시 중구 중산동 1886-19,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48875244,126.5604831,2023-04-27
4140,인천광역시 중구청,인천광역시 중구 하늘달빛로 76,인천광역시 중구 중산동1875-10,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48620244,126.5589942,2023-04-27
4141,인천광역시 중구청,,인천광역시 중구 중산동1882-8,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.49009045,126.5623345,2023-04-27
4142,인천광역시 중구청,,인천광역시 중구 중산동1960-6,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48570857,126.5643179,2023-04-27
4143,인천광역시 중구청,,인천광역시 중구 중산동1964-3,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48296847,126.5642347,2023-04-27
4144,인천광역시 중구청,,인천광역시 중구 중산동1962-3,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48532183,126.5680905,2023-04-27
4145,인천광역시 중구청,,인천광역시 중구 중산동1940-2,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.49365759,126.577159,2023-04-27
4146,인천광역시 중구청,,인천광역시 중구 중산동1942-2,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.49281922,126.5786223,2023-04-27
4147,인천광역시 중구청,,인천광역시 중구 중산동1952-1,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.49150345,126.5793483,2023-04-27
4148,인천광역시 중구청,,인천광역시 중구 중산동 1882-4,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.49063905,126.5615098,2023-04-27
4149,인천광역시 중구청,,인천광역시 중구 중산동 1886-25,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48790843,126.5622066,2023-04-27
4150,인천광역시 중구청,인천광역시 중구 축항대로 165번길 40,인천광역시 중구 항동7가 34-1,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.45592633,126.6184946,2023-04-27
4151,인천광역시 중구청,인천광역시 중구 하늘달빛로64번길,인천광역시 중구 중산동 1875-13,교통단속,1,200,360도전방면,30,2021-09,032-760-7684,37.48577667,126.5595451,2023-04-27
4152,인천광역시 중구청,인천광역시 중구 백운로414번길 63-50,인천광역시 중구 운북동 453-26,교통단속,1,200,360도전방면,30,2021-11,032-760-7684,37.51245613,126.5216277,2023-04-27
4153,인천광역시 중구청,인천광역시 중구 남북로88번길 3,인천광역시 중구 남북동 579-3,교통단속,1,200,360도전방면,30,2021-11,032-760-7684,37.44722698,126.4121276,2023-04-27
4154,인천광역시 중구청,인천광역시 중구 두미포로,인천광역시 중구 중산동 1980-1,교통단속,1,200,360도전방면,30,2021-11,032-760-7684,37.49855115,126.557909,2023-04-27
4155,인천광역시 중구청,인천광역시 중구 축항대로290번길 35,인천광역시 중구 신흥동3가 43,교통단속,1,200,360도전방면,30,2021-11,032-760-7684,37.44520093,126.6259581,2023-04-27
4156,인천광역시 중구청,인천광역시 중구 인중로 63,인천광역시 중구 신흥동3가 7-8,교통단속,1,200,360도전방면,30,2021-11,032-760-7684,37.46433862,126.6345043,2023-04-27
4157,인천광역시 중구청,인천광역시 중구 제물량로 134,인천광역시 중구 답동 6,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.47024851,126.628202,2023-04-27
4158,인천광역시 중구청,인천광역시 중구 홍예문로 41-4,인천광역시 중구 송학동2가 2-6,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.47404621,126.6254759,2023-04-27
4159,인천광역시 중구청,인천광역시 중구 자유공원로 103,인천광역시 중구 송월동3가 3-142,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.47782662,126.6228177,2023-04-27
4160,인천광역시 중구청,인천광역시 중구 인항로 30,인천광역시 중구 신흥동3가 7-235,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.45738533,126.6331726,2023-04-27
4161,인천광역시 중구청,인천광역시 중구 신포로 35,인천광역시 중구 관동3가 1-5,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.47200066,126.6254568,2023-04-27
4162,인천광역시 중구청,인천광역시 중구 영종대로196번길 25,인천광역시 중구 운서동 3098-5,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.48998776,126.4989691,2023-04-27
4163,인천광역시 중구청,인천광역시 중구 영종대로196번길 15-21,인천광역시 중구 운서동 3099-2,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.48943318,126.4999978,2023-04-27
4164,인천광역시 중구청,인천광역시 중구 서해대로417번길 27-48,인천광역시 중구 신생동 43,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.46432589,126.6295083,2023-04-27
4165,인천광역시 중구청,,인천광역시 중구 신흥동3가 41-5,교통단속,1,200,360도전방면,30,2021-12,032-760-7684,37.44281972,126.6241935,2023-04-27
4166,인천광역시 중구청,인천광역시 중구 운중로 219,인천광역시 중구 중산동 1014-7,교통단속,1,200,360도전방면,30,2022-05,032-760-7684,37.49977859,126.555126,2023-04-27
4167,인천광역시 중구청,인천광역시 중구 하늘별빛로65번길 7-9,인천광역시 중구 중산동 1886-3,교통단속,1,200,360도전방면,30,2022-05,032-760-7684,37.48846999,126.5646722,2023-04-27
4168,인천광역시 중구청,인천광역시 중구 두미포로 112,인천광역시 중구 중산동 1887-4,교통단속,1,200,360도전방면,30,2022-05,032-760-7684,37.49422244,126.5664846,2023-04-27
4169,인천광역시 중구청,인천광역시 중구 서해대로209번길 57,인천광역시 중구 항동7가 93-10,교통단속,1,200,360도전방면,30,2022-05,032-760-7684,37.44917811,126.6162227,2023-04-27
4170,인천광역시 중구청,인천광역시 중구 서해대로 222,인천광역시 중구 신흥동3가 52,교통단속,1,200,360도전방면,30,2022-09,032-760-7684,37.44753722,126.6238586,2023-04-27
4171,인천광역시 중구청,,인천광역시 중구 항동7가 105,교통단속,1,200,360도전방면,30,2022-09,032-760-7684,37.44079231,126.6187726,2023-04-27
4172,인천광역시 중구청,인천광역시 중구 운서동 2896-4,인천광역시 중구 운서동 2896-4,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.48557201,126.51102,2023-04-27
4173,인천광역시 중구청,인천광역시 중구 운중로71번길 42,인천광역시 중구 운남동 412번지,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.49203742,126.5374199,2023-04-27
4174,인천광역시 중구청,인천광역시 중구 전동로 12번길 7-2,인천광역시 중구 전동 28-57,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.47668374,126.6260381,2023-04-27
4175,인천광역시 중구청,인천광역시 중구 남북동34-19,인천광역시 중구 남북동34-19,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.45204715,126.4201856,2023-04-27
4176,인천광역시 중구청,인천광역시 중구 남북동 100-36,인천광역시 중구 남북동 100-36,생활방범,2,200,360도전방면,30,2018-06,032-760-7805,37.45380336,126.4187812,2023-04-27
4177,인천광역시 중구청,인천광역시 중구 남북동 981-13 /667-7,인천광역시 중구 남북동 981-13 /667-7,생활방범,2,200,360도전방면,30,2018-06,032-760-7805,37.45011089,126.4121797,2023-04-27
4178,인천광역시 중구청,인천광역시 중구 남북로130번길 1,인천광역시 중구 남북동 205-12,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.44871477,126.4162437,2023-04-27
4179,인천광역시 중구청,인천광역시 중구 남북동 969,인천광역시 중구 남북동 969,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.4540615,126.4078015,2023-04-27
4180,인천광역시 중구청,인천광역시 중구 남북동 772,인천광역시 중구 남북동 772,생활방범,2,200,360도전방면,30,2018-06,032-760-7805,37.45724244,126.4091696,2023-04-27
4181,인천광역시 중구청,인천광역시 중구 남북동 822,인천광역시 중구 남북동 822,생활방범,2,200,360도전방면,30,2018-06,032-760-7805,37.45845185,126.4066461,2023-04-27
4182,인천광역시 중구청,인천광역시 중구 공항서로 455,인천광역시 중구 남북동 981-10,생활방범,3,200,360도전방면,30,2018-06,032-760-7805,37.46023125,126.408982,2023-04-27
4183,인천광역시 중구청,인천광역시 중구 남북동 72,인천광역시 중구 남북동 72,생활방범,2,200,360도전방면,30,2018-06,032-760-7805,37.45311179,126.413563,2023-04-27
4184,인천광역시 중구청,인천광역시 중구 남북로142번길 21,인천광역시 중구 남북동 281-3,생활방범,2,200,360도전방면,30,2018-06,032-760-7805,37.44976905,126.4189451,2023-04-27
4185,인천광역시 중구청,인천광역시 중구 도원로10번길 27,인천광역시 중구 도원동 38-9,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.46615864,126.6376251,2023-04-27
4186,인천광역시 중구청,인천광역시 중구 도산로 14,인천광역시 중구 도원동 28-73,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.46774034,126.6372686,2023-04-27
4187,인천광역시 중구청,인천광역시 중구 제물량로 307-1,인천광역시 중구 송월동 2가4,생활방범,2,200,360도전방면,30,2018-01,032-760-7805,37.47902112,126.6186239,2023-04-27
4188,인천광역시 중구청,인천광역시 중구 참외전로 59,인천광역시 중구 송월동 1가1-2,생활방범,1,200,360도전방면,30,2018-01,032-760-7805,37.4795808,126.6264487,2023-04-27
4189,인천광역시 중구청,인천광역시 중구 영종대로27번길 9,인천광역시 중구 운서동 2747-5,생활방범,3,200,360도전방면,30,2018-01,032-760-7805,37.49643844,126.4805883,2023-04-27
4190,인천광역시 중구청,인천광역시 중구 자유공원로 106-8,인천광역시 중구 송학동1가 11-1,생활방범,1,200,고정형,30,2018-01,032-760-7805,37.47514344,126.6214311,2023-04-27
4191,인천광역시 중구청,인천광역시 중구 자유공원로 106-8,인천광역시 중구 송학동1가 11-1,생활방범,1,200,고정형,30,2018-07,032-760-7805,37.47514344,126.6214311,2023-04-27
4192,인천광역시 중구청,인천광역시 중구 참외전로 151,인천광역시 중구 인현동 1-400,생활방범,3,200,360도전방면,30,2018-01,032-760-7805,37.47381857,126.6338233,2023-04-27
4193,인천광역시 중구청,인천광역시 중구 백운로107번길 30-7,인천광역시 중구 운남동 1-21,생활방범,3,200,360도전방면,30,2018-01,032-760-7805,37.4999871,126.5427499,2023-04-27
4194,인천광역시 중구청,인천광역시 중구 제물량로 89,인천광역시 중구 신흥동1가 95-15,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.46732144,126.6329806,2023-04-27
4195,인천광역시 중구청,인천광역시 중구 제물량로 24번길 25-39 부근,인천광역시 중구 신흥동3가 29-3,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.46302942,126.6389591,2023-04-27
4196,인천광역시 중구청,인천광역시 중구 백운로 110-16,인천광역시 중구 중산동1225-13,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.50238707,126.5444788,2023-04-27
4197,인천광역시 중구청,인천광역시 중구 논골1길 9,인천광역시 중구 운북동28-1,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.5105932,126.5391959,2023-04-27
4198,인천광역시 중구청,인천광역시 중구 제물량로 271,인천광역시 중구 북성동1가 3-61,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.47614686,126.6170827,2023-04-27
4199,인천광역시 중구청,인천광역시 중구 참외전로 142 부근,인천광역시 중구 인현동 1-96,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.47401883,126.6324404,2023-04-27
4200,인천광역시 중구청,인천광역시 중구 참외전로72번길 11,인천광역시 중구 전동 9-56,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.47789034,126.6282998,2023-04-27
4201,인천광역시 중구청,인천광역시 중구 북성포길 49,인천광역시 중구 북성동1가 3-9 부근,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.48308381,126.6154625,2023-04-27
4202,인천광역시 중구청,인천광역시 중구 백운로 96-12,인천광역시 중구 중산동 1392-22,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.50139476,126.546579,2023-04-27
4203,인천광역시 중구청,인천광역시 중구 개항로53번길 45-2,인천광역시 중구 내동49-1,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.47439274,126.6281602,2023-04-27
4204,인천광역시 중구청,인천광역시 중구 율목로 8번길 8-20,인천광역시 중구 율목동 248-7,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.4690782,126.6353,2023-04-27
4205,인천광역시 중구청,인천광역시 중구 율목로 24,인천광역시 중구 율목동 245-29,생활방범,3,200,360도전방면,30,2018-12,032-760-7805,37.46917181,126.6332634,2023-04-27
4313,인천광역시 중구청,인천광역시 중구 축항대로86번길 44,인천광역시 중구 항동7가 58-70,시설물관리,2,200,고정형,30,2022-12,032-760-7805,37.45323039,126.6045182,2023-04-27
4314,인천광역시 중구청,인천광역시 중구 도원로 42,인천광역시 중구 도원동 24-51,시설물관리,2,200,고정형,30,2023-01,032-760-7805,37.46807207,126.6379069,2023-04-27
4315,인천광역시 중구청,인천광역시 중구 서해대로 464-1,인천광역시 중구 신흥동2가 16,시설물관리,2,200,고정형,30,,032-760-7805,37.46778229,126.6354365,2023-04-27
4316,인천광역시 중구청,인천광역시 중구 제물량로 168,인천광역시 중구 신생동 2-42,시설물관리,2,200,고정형,30,,032-760-7805,37.47041869,126.6250109,2023-04-27
4317,인천광역시 중구청,인천광역시 중구 차이나타운로44번길 13-2,인천광역시 중구 북성동2가 10-8,시설물관리,2,200,고정형,30,,032-760-7805,37.47522691,126.6185467,2023-04-27
4318,인천광역시 중구청,인천광역시 중구 마시란로 308-13,인천광역시 중구 남북동 928-6,시설물관리,2,200,고정형,30,,032-760-7805,37.44389787,126.4024344,2023-04-27
